NR_047505	HOXC-AS2	0.606647	0.585276	1	1	no	-0.021371	10895
NM_002967	SAFB	87.1623	23.9086	5e-05	0.000150478	yes	-63.2537	12221
NM_001449	FHL1	13.3731	8.12159	5e-05	0.000150478	yes	-5.25151	12972
NM_001410	MEGF8	8.71149	3.52221	5e-05	0.000150478	yes	-5.18928	13212
NM_005961	MUC6	1.23684	1.85519	1	1	no	0.61835	1381
NM_001159703	FHL1	13.3731	8.12159	5e-05	0.000150478	yes	-5.25151	157
NM_001201339	SAFB	87.1623	23.9086	5e-05	0.000150478	yes	-63.2537	15798
NM_001159702	FHL1	13.3731	8.12159	5e-05	0.000150478	yes	-5.25151	158
NM_001408	CELSR2	2.13524	12.9316	5e-05	0.000150478	yes	10.79636	16712
NM_000966	RARG	0.155297	0.487797	1	1	no	0.3325	1688
NM_001271938	MEGF8	8.71149	3.52221	5e-05	0.000150478	yes	-5.18928	17571
NM_001201340	SAFB	87.1623	23.9086	5e-05	0.000150478	yes	-63.2537	18010
NM_015286	SYNM	1.84618	1.63317	1	1	no	-0.21301	19021
NR_003713	LOC728613	5.52448	1.88757	5e-05	0.000150478	yes	-3.63691	20105
NM_001201338	SAFB	87.1623	23.9086	5e-05	0.000150478	yes	-63.2537	21217
NM_053052	SNAP47	23.3807	6.94381	5e-05	0.000150478	yes	-16.43689	22525
NM_003508	FZD9	1.97965	2.21121	1	1	no	0.23156	22814
NR_015375	FLJ35024	0	0.129429	1	1	no	0.129429	23345
NM_016076	DESI2	8.68201	4.46204	5e-05	0.000150478	yes	-4.21997	24029
NM_001243731	RARG	0.155297	0.487797	1	1	no	0.3325	2571
NM_145805	ISL2	19.0348	3.45508	5e-05	0.000150478	yes	-15.57972	26178
NM_002576	PAK1	2.65155	1.44231	0.00615	0.0118073	yes	-1.20924	26666
NM_001243730	RARG	0.155297	0.487797	1	1	no	0.3325	33938
NM_017793	RPP25	4.78725	0.6598	0.00135	0.00276515	yes	-4.12745	34141
NM_152988	SPPL2B	17.3638	2.4951	5e-05	0.000150478	yes	-14.8687	3687
NM_001128620	PAK1	2.65155	1.44231	0.00615	0.0118073	yes	-1.20924	37444
NM_001077238	SPPL2B	17.3638	2.4951	5e-05	0.000150478	yes	-14.8687	39417
NM_001042545	LTBP4	5.20207	1.49511	5e-05	0.000150478	yes	-3.70696	39473
NM_172251	MRPL54	20.4149	7.33402	0.0012	0.00246805	yes	-13.08088	41240
NM_001284310	ADAP1	1.35573	1.03205	1	1	no	-0.32368	42579
NM_145728	SYNM	1.84618	1.63317	1	1	no	-0.21301	8689
