chr2	220415449	220436268	-	NM_015311	OBSL1	4.6645	2.64412	0.00115	0.00236844	yes	220
chr5	138282409	138534065	-	NM_022464	SIL1	16.3657	7.34606	0.00025	0.000617377	yes	608
chr1	31886659	31907527	+	NM_018565	SERINC2	1.60791	1.59453	1	1	no	766
chr1	236849753	236927927	+	NM_001278343	ACTN2	37.0826	16.8078	5e-05	0.000150478	yes	898
chr1	31886659	31907527	+	NM_001199039	SERINC2	1.60791	1.59453	1	1	no	1298
chr7	937536	994319	-	NM_006869	ADAP1	1.35573	1.03205	1	1	no	2058
chr17	61994562	61996198	-	NM_000515	GH1	0	0	1	1	no	2288
chr19	49141295	49185502	+	NR_004401	SEC1P	4.39184	2.65825	0.0093	0.0174753	yes	2771
chr19	1107632	1174282	-	NM_014963	SBNO2	8.31721	1.93762	5e-05	0.000150478	yes	3559
chr1	161736033	161933860	+	NM_007348	ATF6	25.6662	11.0608	5e-05	0.000150478	yes	4569
chr6	157710053	157745253	-	NM_018452	TMEM242	3.41977	2.51709	0.01455	0.0263754	yes	6198
chr17	80477593	80562483	+	NM_004514	FOXK2	52.488	12.814	5e-05	0.000150478	yes	6279
chr22	30636435	30642840	-	NM_002309	LIF	0.253752	0.0979165	1	1	no	7056
chr14	100259744	100408395	+	NM_001008707	EML1	3.09129	1.8279	0.01745	0.0311862	yes	9213
chr8	86758550	86789306	-	NM_172239	REXO1L1	2.21238	2.01862	1	1	no	9706
chr1	31885962	31907527	+	NM_178865	SERINC2	1.60791	1.59453	1	1	no	10283
chr3	141043054	141168632	+	NM_001080412	ZBTB38	0.53399	0.311227	1	1	no	10908
chr17	61994562	61996198	-	NM_022561	GH1	0	0	1	1	no	11787
chr8	86727072	86728150	+	NR_003594	REXO1L2P	0	0	1	1	no	13022
chr8	86748526	86749604	+	NR_003594	REXO1L2P	0	0	1	1	no	13023
chr11	3108345	3186582	-	NM_145638	OSBPL5	1.28681	0.34239	1	1	no	13540
chr1	236849753	236927927	+	NM_001103	ACTN2	37.0826	16.8078	5e-05	0.000150478	yes	14013
chr17	61994562	61996198	-	NM_022559	GH1	0	0	1	1	no	14075
chr1	31882411	31907527	+	NM_001199038	SERINC2	1.60791	1.59453	1	1	no	15914
chr1	31883020	31907527	+	NM_001199037	SERINC2	1.60791	1.59453	1	1	no	15915
chr10	134901408	134945179	+	NM_001083909	GPR123	0	0	1	1	no	16079
chr11	3108345	3186582	-	NM_001144063	OSBPL5	1.28681	0.34239	1	1	no	16094
chr2	109745996	110262207	+	NM_001099289	SH3RF3	0.943013	0.617278	1	1	no	17276
chr19	34855644	34893318	+	NM_001184722	GPI	14.9187	6.48225	5e-05	0.000150478	yes	17616
chr11	925808	1012245	+	NM_001242837	AP2A2	23.2123	4.35537	5e-05	0.000150478	yes	17771
chr4	7760439	7941653	-	NM_001134647	AFAP1	2.33352	1.03912	1	1	no	17786
chr17	41453295	41466266	-	NR_027413	LINC00910	19.4242	12.3509	5e-05	0.000150478	yes	22007
chr17	41447212	41466266	-	NR_027412	LINC00910	19.4242	12.3509	5e-05	0.000150478	yes	22013
chr11	1074874	1104416	+	NM_002457	MUC2	0	0	1	1	no	22250
chr11	3108345	3186582	-	NM_020896	OSBPL5	1.28681	0.34239	1	1	no	22652
chr19	7459998	7537371	+	NM_015318	ARHGEF18	21.0735	7.20963	0.0002	0.000581673	yes	23446
chrX	119384609	119392251	+	NM_001184742	ZBTB33	15.4086	0.806881	5e-05	0.000150478	yes	23888
chr4	9245604	9247197	+	NM_001256857	USP17L17	0	0	1	1	no	25246
chr2	132905163	133015542	-	NR_027020	ANKRD30BL	0.447175	0.0720822	1	1	no	25605
chr19	49164663	49176264	-	NM_145807	NTN5	0.22304	0	1	1	no	26173
chr5	138282409	138534065	-	NM_001037633	SIL1	16.3657	7.34606	0.00025	0.000617377	yes	26342
chr17	61994562	61996198	-	NM_022562	GH1	0	0	1	1	no	26828
chr10	22605311	22620414	+	NM_001204062	COMMD3-BMI1	9.20443	2.02485	5e-05	0.000150478	yes	26938
chr1	144146810	146467744	+	NM_001278267	LOC100288142	34.2243	19.8482	5e-05	0.000150478	yes	27621
chr16	524849	572481	+	NM_001142272	RAB11FIP3	18.7993	3.8373	5e-05	0.000150478	yes	27839
