chr20	45280100	45281100	-	NM_001193342	SLC13A3	8.67199	2.25918	5e-05	0.000150478	yes	8
chr16	66585465	66586465	+	NM_181641	CKLF	13.4423	7.14886	0.0041	0.00802372	yes	11
chr16	66585465	66586465	+	NM_181640	CKLF	13.4423	7.14886	0.0041	0.00802372	yes	12
chr6	24667115	24668115	-	NM_016614	TDP2	19.2714	6.82968	5e-05	0.000150478	yes	57
chr1	95007413	95008413	-	NM_001993	F3	13.3163	14.9991	0.2237	0.260978	no	66
chr5	76010867	76011867	+	NM_001992	F2R	12.9713	7.3037	5e-05	0.000150478	yes	67
chr2	121102718	121103718	+	NM_002193	INHBB	0.121375	0.117099	1	1	no	74
chr15	102030187	102031187	-	NM_002570	PCSK6	61.7125	20.8478	5e-05	0.000150478	yes	76
chr3	53528075	53529075	+	NM_001128839	CACNA1D	0.390294	0.496346	1	1	no	126
chrX	149530544	149531544	+	NM_001177465	MAMLD1	0.716005	0.249998	1	1	no	145
chrX	135228558	135229558	+	NM_001159703	FHL1	13.3731	8.12159	5e-05	0.000150478	yes	157
chrX	135228558	135229558	+	NM_001159702	FHL1	13.3731	8.12159	5e-05	0.000150478	yes	158
chr19	5791249	5792249	-	NM_001161619	DUS3L	60.8546	13.7025	5e-05	0.000150478	yes	192
chr9	129375721	129376721	+	NM_001174147	LMX1B	12.0954	6.86954	5e-05	0.000150478	yes	248
chr9	129375721	129376721	+	NM_001174146	LMX1B	12.0954	6.86954	5e-05	0.000150478	yes	249
chr19	11070597	11071597	+	NM_001128844	SMARCA4	58.3253	19.3713	5e-05	0.000150478	yes	255
chr7	100317422	100318422	+	NM_000799	EPO	0	0.233716	1	1	no	262
chr11	62622483	62623483	+	NM_002394	SLC3A2	53.3119	11.9629	5e-05	0.000150478	yes	265
chr19	18654383	18655383	-	NM_012181	FKBP8	9.78748	1.85523	5e-05	0.000150478	yes	277
chr19	17447325	17448325	+	NM_032620	GTPBP3	32.5752	11.4214	5e-05	0.000150478	yes	309
chr2	97523756	97524756	-	NM_016466	ANKRD39	8.66109	4.32533	0.0161	0.0289705	yes	320
chr16	3549944	3550944	+	NM_015041	CLUAP1	28.3114	12.0571	5e-05	0.000150478	yes	322
chrX	153707596	153708596	-	NM_006014	LAGE3	5.13017	3.18208	0.1153	0.165382	no	334
chr14	75893508	75894508	+	NM_001135047	JDP2	0.101766	0.0490817	1	1	no	344
chr19	47851537	47852537	+	NM_014681	DHX34	20.0223	8.9491	5e-05	0.000150478	yes	402
chr1	62191095	62192095	-	NM_032027	TM2D1	28.7561	12.0408	5e-05	0.000150478	yes	413
chr14	55517361	55518361	+	NM_144578	MAPK1IP1L	21.11	9.7493	5e-05	0.000150478	yes	416
chr15	75871632	75872632	-	NM_002833	PTPN9	20.6237	9.80507	5e-05	0.000150478	yes	492
chr7	24797639	24798639	-	NM_004403	DFNA5	10.8486	14.593	5e-05	0.000150478	yes	498
chr1	150897814	150898814	+	NM_012432	SETDB1	47.1215	12.638	5e-05	0.000150478	yes	507
chr7	50518088	50519088	-	NM_001042762	FIGNL1	5.86532	1.77149	5e-05	0.000150478	yes	559
chrX	134936735	134937735	-	NM_001017436	CT45A4	0	0	1	1	no	560
chr1	115300671	115301671	-	NM_001130523	CSDE1	78.7229	37.9464	5e-05	0.000150478	yes	563
chrX	153191714	153192714	-	NM_001164741	ARHGAP4	1.55747	7.21424	5e-05	0.000150478	yes	565
chr22	38902345	38903345	-	NM_001098504	DDX17	83.0359	10.0537	5e-05	0.000150478	yes	606
chr1	32478294	32479294	+	NM_001271878	KHDRBS1	85.0345	22.1259	5e-05	0.000150478	yes	615
chr10	88413313	88414313	+	NM_033282	OPN4	0	0	1	1	no	625
chr4	53525502	53526502	-	NM_022832	USP46	4.40094	2.96551	0.0002	0.000581673	yes	629
chr11	65548062	65549062	-	NM_138368	AP5B1	8.51486	3.32408	5e-05	0.000150478	yes	640
chr11	7040699	7041699	+	NM_176822	NLRP14	0.452615	0.509629	1	1	no	644
chr1	14025734	14026734	+	NM_001135610	PRDM2	21.5668	5.7996	5e-05	0.000150478	yes	673
chr10	73479578	73480578	-	NM_001164375	C10orf105	0.24077	0.268162	1	1	no	678
chr5	172385778	172386778	-	NR_026683	LOC100268168	11.8576	8.84658	0.0606	0.0954091	no	716
chr5	172386371	172387371	-	NR_026682	LOC100268168	11.8576	8.84658	0.0606	0.0954091	no	717
chr10	124638148	124639148	+	NR_027282	LOC399815	3.24321	1.42632	0.0074	0.0140869	yes	720
chr9	38620360	38621360	-	NM_147195	ANKRD18A	33.6213	10.0915	5e-05	0.000150478	yes	782
chrX	134953994	134954994	-	NM_001172288	CT45A5	0.325708	0.628236	1	1	no	821
chr1	211848972	211849972	-	NM_001204182	NEK2	22.957	11.4774	5e-05	0.000150478	yes	850
chr1	228297013	228298013	-	NM_181463	MRPL55	19.7716	8.47274	5e-05	0.000150478	yes	879
