chr19	50936159	50969583	+	NM_004533	MYBPC2	0	0.258548	1	1	no	10025	
chr1	226124297	226129083	-	NM_001172425	LEFTY2	0	1.27325	1	1	no	10073	
chr7	99998494	100026431	-	NM_001258008	ZCWPW1	0.532451	0.489661	1	1	no	10321	
chr20	62492565	62494341	+	NM_080622	ABHD16B	3.47329	0.670187	0.0061	0.0117181	yes	10399	
chr19	36602104	36604613	+	NM_001270948	OVOL3	4.448	1.96729	0.0888	0.135849	no	104	
chr9	127620157	127624240	-	NM_007209	RPL35	284.364	145.746	5e-05	0.000150478	yes	10412	
chr11	2965659	3013607	-	NM_005969	NAP1L4	34.2335	12.0147	5e-05	0.000150478	yes	10419	
chr5	176734205	176739292	-	NM_031300	MXD3	8.04581	4.06446	5e-05	0.000150478	yes	10567	
chr14	102829299	102968818	+	NM_014844	TECPR2	3.53706	1.80648	5e-05	0.000150478	yes	10737	
chr19	36203829	36207940	+	NM_014383	ZBTB32	3.00571	0.799702	0.01075	0.0200531	yes	10899	
chr17	80005777	80009650	-	NM_002917	RFNG	2.68966	0.973092	1	1	no	10924	
chr1	1189291	1209234	-	NM_194458	UBE2J2	31.0941	6.32646	5e-05	0.000150478	yes	10957	
chr1	1189291	1209234	-	NM_194457	UBE2J2	31.0941	6.32646	5e-05	0.000150478	yes	10958	
chr17	72858618	72864876	-	NM_001258016	FDXR	4.41749	0.964764	0.0004	0.000973473	yes	11066	
chr17	72858618	72869156	-	NM_001258015	FDXR	4.41749	0.964764	0.0004	0.000973473	yes	11067	
chr17	72858618	72869156	-	NM_001258014	FDXR	4.41749	0.964764	0.0004	0.000973473	yes	11068	
chr19	49471381	49496610	-	NM_002103	GYS1	14.4706	7.81761	5e-05	0.000150478	yes	11213	
chr19	1229946	1237990	-	NM_152769	C19orf26	1.31102	0.781316	1	1	no	11273	
chr22	19705957	19710845	+	NM_001009939	SEPT5	1.39532	0.603976	1	1	no	11548	
chr3	195590235	195622432	-	NM_001010938	TNK2	2.22414	0.863102	1	1	no	11549	
chr19	797391	812327	+	NM_031990	PTBP1	132.707	19.1413	5e-05	0.000150478	yes	11612	
chr17	61994562	61996198	-	NM_022561	GH1	0	0	1	1	no	11787	
chr17	7975953	7991021	-	NM_001139	ALOX12B	0.0791997	0	1	1	no	11839	
chr19	4324039	4338847	-	NM_001013841	STAP2	7.64592	3.81935	0.002	0.00403643	yes	11880	
chr19	55897299	55903451	+	NM_000991	RPL28	92.1237	29.9472	5e-05	0.000150478	yes	11941	
chr22	19701986	19710845	+	NM_002688	SEPT5	1.39532	0.603976	1	1	no	12217	
chr12	121647663	121671909	+	NM_002560	P2RX4	8.01856	10.8684	0.027	0.0460174	yes	12245	
chr1	155278538	155290457	+	NM_001242825	FDPS	47.2156	17.662	5e-05	0.000150478	yes	12282	
chr1	155278538	155290457	+	NM_001242824	FDPS	47.2156	17.662	5e-05	0.000150478	yes	12283	
chr19	39261607	39264157	-	NM_002307	LGALS7	0	0	1	1	no	12484	
chr17	4871286	4890665	-	NM_001171168	CAMTA2	12.4674	4.2343	5e-05	0.000150478	yes	1264	
chr9	139738866	139741797	+	NM_001080482	C9orf172	1.46829	2.92963	0.0044	0.0085762	yes	12689	
chr7	150755298	150773614	+	NM_001199692	SLC4A2	7.16954	3.28394	5e-05	0.000150478	yes	12794	
chr8	86748526	86749604	+	NR_003594	REXO1L2P	0	0	1	1	no	13023	
chr19	54972978	54974894	-	NM_198988	LENG9	4.54889	2.53114	0.00625	0.0119819	yes	13034	
chr1	1215815	1227409	+	NM_001130413	SCNN1D	1.71696	0.8287	1	1	no	13089	
chr15	75074424	75095539	+	NM_004383	CSK	22.7934	8.92547	5e-05	0.000150478	yes	13154	
chr10	102505467	102589698	+	NM_003990	PAX2	0.189753	0.137265	1	1	no	13157	
chr3	195590235	195635880	-	NM_005781	TNK2	2.22414	0.863102	1	1	no	13323	
chr19	5680775	5688534	+	NM_198706	HSD11B1L	1.65194	5.31083	0.00015	0.00043974	yes	13487	
chr7	5229834	5273486	+	NM_015610	WIPI2	21.6883	4.53739	5e-05	0.000150478	yes	13503	
chr9	139221931	139236288	+	NM_015597	GPSM1	11.0632	3.8804	5e-05	0.000150478	yes	13504	
chr2	73518056	73520829	-	NM_001965	EGR4	0.16782	1.45737	1	1	no	13825	
chr17	61994562	61996198	-	NM_022559	GH1	0	0	1	1	no	14075	
chr22	20099388	20104818	-	NM_022727	TRMT2A	11.804	3.50464	5e-05	0.000150478	yes	14107	
chr1	111833473	111863188	+	NM_201653	CHIA	0	0.262356	1	1	no	14227	
chr3	50268207	50296786	+	NM_001282617	GNAI2	7.90892	4.12616	0.00015	0.00043974	yes	14241	
chr1	151104162	151119140	-	NM_001178062	SEMA6C	4.39247	5.91599	0.2364	0.267495	no	14272	
chr19	4007748	4038067	+	NM_015897	PIAS4	21.6077	8.50086	5e-05	0.000150478	yes	1438	
chr22	51113069	51171640	+	NM_033517	SHANK3	2.78086	0.769916	5e-05	0.000150478	yes	14408	
chr2	27593362	27600400	+	NM_001267060	SNX17	19.6909	8.56439	5e-05	0.000150478	yes	14410	
chr2	27593362	27600400	+	NM_001267061	SNX17	19.6909	8.56439	5e-05	0.000150478	yes	14411	
chr2	27593362	27600400	+	NM_001267059	SNX17	19.6909	8.56439	5e-05	0.000150478	yes	14412	
chr20	62289162	62327606	+	NM_016434	RTEL1	22.6181	7.02404	5e-05	0.000150478	yes	14423	
