chr8	86572664	86573664	-	NR_003594	REXO1L2P	0	0	1	1	no	13021	
chr18	46445222	46446222	-	NM_001190821	SMAD7	11.5607	1.29224	5e-05	0.000150478	yes	16947	
chr1	2114898	2115898	-	NM_001282673	C1orf86	20.4401	5.56213	5e-05	0.000150478	yes	17556	
chr18	44547657	44548657	-	NM_001242907	TCEB3CL2	0.253309	0	1	1	no	20926	
chr14	26914088	26915088	-	NM_006489	NOVA1	0.72341	0.371749	1	1	no	21178	
chr1	2114898	2115898	-	NM_001282671	C1orf86	20.4401	5.56213	5e-05	0.000150478	yes	26295	
chr11	67164651	67165651	-	NM_002708	PPP1CA	18.7306	5.48182	5e-05	0.000150478	yes	26338	
chr16	32887796	32888796	-	NR_003083	SLC6A10P	2.95408	1.13523	5e-05	0.000150478	yes	29396	
chr8	86786244	86787244	-	NR_003594	REXO1L2P	0	0	1	1	no	31164	
chr18	44547657	44548657	-	NM_145653	TCEB3C	0	0	1	1	no	32537	
chr14	26914088	26915088	-	NM_002515	NOVA1	0.72341	0.371749	1	1	no	33714	
chr9	68426782	68427782	-	NR_033907	LOC642236	58.9871	51.1374	0.05525	0.087863	no	34672	
chr11	67164651	67165651	-	NM_206873	PPP1CA	18.7306	5.48182	5e-05	0.000150478	yes	34959	
chr2	239360891	239361891	+	NM_001040445	ASB1	5.71159	1.25864	5e-05	0.000150478	yes	37605	
chr18	46445222	46446222	-	NM_005904	SMAD7	11.5607	1.29224	5e-05	0.000150478	yes	40752	
chr11	67164651	67165651	-	NM_001008709	PPP1CA	18.7306	5.48182	5e-05	0.000150478	yes	42952	
chr12	49975657	49976657	-	NR_027450	FAM186B	12.1577	3.89162	0.0005	0.00120678	yes	5566	
chr9	67791928	67792928	-	NR_027422	FAM27B	0.364724	0.176375	1	1	no	6130	
chr9	44991492	44992492	+	NR_027421	FAM27C	0	0.351875	1	1	no	6131	
chr1	2114898	2115898	-	NM_001146310	C1orf86	20.4401	5.56213	5e-05	0.000150478	yes	6324	
chr1	2114898	2115898	-	NM_001282672	C1orf86	20.4401	5.56213	5e-05	0.000150478	yes	7263	
chr1	2114898	2115898	-	NM_001256945	C1orf86	20.4401	5.56213	5e-05	0.000150478	yes	8804	
chr18	46445222	46446222	-	NM_001190823	SMAD7	11.5607	1.29224	5e-05	0.000150478	yes	9120	
chr18	46445222	46446222	-	NM_001190822	SMAD7	11.5607	1.29224	5e-05	0.000150478	yes	9121	
