chr19	46271975	46272975	-	NM_001081560	DMPK	24.7035	10.4072	5e-05	0.000150478	yes	10159	
chr5	130976406	130977406	-	NM_133372	FNIP1	41.1405	25.1955	5e-05	0.000150478	yes	10164	
chr11	68657745	68658745	-	NM_181515	MRPL21	29.2537	7.90648	5e-05	0.000150478	yes	10282	
chr2	97524472	97525472	-	NM_017789	SEMA4C	2.62099	0.917609	0.00025	0.000617377	yes	10374	
chr1	1848733	1849733	+	NM_138705	CALML6	0	0.0981182	1	1	no	10395	
chr7	100198740	100199740	+	NM_012172	FBXO24	0.20345	0.299897	1	1	no	10424	
chr19	15336729	15337729	-	NM_024794	EPHX3	1.49291	2.28425	1	1	no	10565	
chr2	98356323	98357323	+	NM_001079	ZAP70	0.292838	1.9429	1	1	no	1058	
chr12	122688018	122689018	+	NM_152759	LRRC43	0	4.23716	5e-05	0.000150478	yes	10610	
chr7	143049492	143050492	-	NM_001031690	FAM131B	0	0.129397	1	1	no	10854	
chr1	1657823	1658823	-	NM_182838	SLC35E2	9.00516	5.26393	5e-05	0.000150478	yes	10960	
chr19	13214713	13215713	-	NM_001142554	TRMT1	44.4932	9.1162	5e-05	0.000150478	yes	1100	
chr19	13214713	13215713	-	NM_001136035	TRMT1	44.4932	9.1162	5e-05	0.000150478	yes	11031	
chr3	48598150	48599150	-	NM_033199	UCN2	0.85246	0.616992	1	1	no	1107	
chr22	38213183	38214183	+	NM_001171690	GCAT	156.156	9.01133	5e-05	0.000150478	yes	11425	
chr16	1399442	1400442	+	NM_001199098	BAIAP3	2.73631	1.30183	0.0003	0.000736379	yes	11828	
chr16	1399442	1400442	+	NM_001199096	BAIAP3	2.73631	1.30183	0.0003	0.000736379	yes	11829	
chr7	128853385	128854385	+	NM_005631	SMO	5.13561	1.29987	5e-05	0.000150478	yes	1204	
chr11	67272960	67273960	-	NM_005851	CDK2AP2	3.86715	1.1357	0.0159	0.0286486	yes	12076	
chr10	21784490	21785490	-	NR_031736	MIR1915	0	0	1	1	no	12177	
chr16	58547523	58548523	+	NM_001242835	NDRG4	6.36744	10.5914	5e-05	0.000150478	yes	12248	
chr11	564025	565025	+	NM_001143993	RASSF7	0.649222	0.127821	1	1	no	12472	
chr3	47056897	47057897	-	NM_014159	SETD2	52.8653	20.8023	5e-05	0.000150478	yes	12514	
chr7	99013361	99014361	-	NM_015545	PTCD1	72.8123	41.7561	5e-05	0.000150478	yes	12535	
chr19	19311223	19312223	-	NM_176880	NR2C2AP	7.44803	1.62628	0.0003	0.000736379	yes	12752	
chr13	96130697	96131697	-	NR_046533	CLDN10-AS1	0	0.508219	1	1	no	12775	
chr16	1399442	1400442	+	NM_001199099	BAIAP3	2.73631	1.30183	0.0003	0.000736379	yes	1279	
chr19	46271975	46272975	-	NM_004409	DMPK	24.7035	10.4072	5e-05	0.000150478	yes	12832	
chr11	64067503	64068503	+	NM_033310	KCNK4	0.113325	0	1	1	no	12877	
chr11	118186890	118187890	+	NM_000733	CD3E	0	0	1	1	no	12899	
chr16	683428	684428	-	NM_001040162	C16orf13	12.1334	2.43054	0.00445	0.00866982	yes	13087	
chr16	683428	684428	-	NM_001040161	C16orf13	12.1334	2.43054	0.00445	0.00866982	yes	13088	
chr16	683428	684428	-	NM_001040160	C16orf13	12.1334	2.43054	0.00445	0.00866982	yes	13090	
chr7	143049492	143050492	-	NM_014690	FAM131B	0	0.129397	1	1	no	13180	
chr1	46158997	46159997	-	NM_001145349	IPP	3.46137	1.46648	0.00055	0.00132335	yes	13293	
chr13	78271146	78272146	-	NR_037438	MIR3665	321.561	0	0.12405	0.174092	no	13622	
chr17	7759002	7760002	-	NM_032356	LSMD1	5.03643	5.07	0.96205	0.962414	no	13810	
chr7	65228662	65229662	+	NR_003110	CCT6P1	12.4128	2.30268	5e-05	0.000150478	yes	13872	
chr19	643604	644604	+	NM_020637	FGF22	4.12285	1.98951	1	1	no	14215	
chr22	22052202	22053202	+	NM_014337	PPIL2	18.35	6.51843	5e-05	0.000150478	yes	14398	
chr9	140138159	140139159	+	NM_006088	TUBB4B	78.1403	26.5657	5e-05	0.000150478	yes	14400	
chr22	39918691	39919691	+	NM_001675	ATF4	133.24	30.0107	5e-05	0.000150478	yes	14656	
chr2	242791032	242792032	-	NM_005018	PDCD1	0	0	1	1	no	14710	
chr21	44592913	44593913	+	NM_000394	CRYAA	0	0	1	1	no	14767	
chr1	109400962	109401962	+	NR_049777	SPATA42	0	0	1	1	no	14817	
chr10	103540081	103541081	-	NM_006993	NPM3	19.655	14.1816	0.00665	0.0127206	yes	14960	
chr11	62382592	62383592	+	NM_000327	ROM1	0.652332	3.0947	0.00365	0.00717949	yes	15123	
chr11	564025	565025	+	NM_001143994	RASSF7	0.649222	0.127821	1	1	no	15226	
chr19	50392007	50393007	+	NM_001168222	TBC1D17	1.88705	0.721455	1	1	no	15326	
chr17	58119551	58120551	-	NM_022070	HEATR6	6.13881	1.36417	5e-05	0.000150478	yes	15380	
chr12	53496128	53497128	+	NM_002178	IGFBP6	0	0	1	1	no	15552	
chr11	65120451	65121451	+	NM_006268	DPF2	18.5625	10.3896	5e-05	0.000150478	yes	15649	
chr6	26284353	26285353	-	NM_003543	HIST1H4H	166.709	12.372	5e-05	0.000150478	yes	15717	
chr2	71212067	71213067	-	NM_144582	TEX261	11.5591	1.69016	5e-05	0.000150478	yes	15876	
chr16	1399442	1400442	+	NM_003933	BAIAP3	2.73631	1.30183	0.0003	0.000736379	yes	15937	
chr1	201796102	201797102	+	NM_001167738	NAV1	6.56229	7.3133	0.33865	0.36292	no	16350	
chr7	100198740	100199740	+	NM_033506	FBXO24	0.20345	0.299897	1	1	no	16415	
chr17	79275623	79276623	-	NR_038080	LINC00482	0.197398	0.253926	1	1	no	16448	
chr1	150593598	150594598	-	NM_207046	ENSA	77.9878	20.7341	5e-05	0.000150478	yes	16589	
chr1	150593598	150594598	-	NM_207045	ENSA	77.9878	20.7341	5e-05	0.000150478	yes	16590	
chr5	176937577	176938577	-	NM_016222	DDX41	13.419	5.05551	5e-05	0.000150478	yes	16960	
chr10	134019280	134020280	+	NM_006426	DPYSL4	16.2839	3.84457	5e-05	0.000150478	yes	17201	
chr4	3042474	3043474	+	NM_001004056	GRK4	1.47662	0.444923	1	1	no	17305	
chr19	51013856	51014856	-	NM_001114598	ASPDH	15.3861	7.28222	5e-05	0.000150478	yes	17506	
chr19	46271975	46272975	-	NM_001081563	DMPK	24.7035	10.4072	5e-05	0.000150478	yes	17768	
chr7	44153278	44154278	-	NM_001127218	POLD2	41.3953	5.7002	5e-05	0.000150478	yes	17803	
chr16	2820414	2821414	-	NM_207013	TCEB2	20.1036	11.4764	0.00955	0.0179247	yes	17843	
chr19	49842854	49843854	-	NM_003598	TEAD2	0.778391	0.398651	1	1	no	1788	
chr19	14040999	14041999	-	NM_001146255	PODNL1	3.29678	2.37347	0.05825	0.0922894	no	17947	
chr10	121137555	121138555	+	NR_039829	MIR4681	0	0	1	1	no	18101	
chr22	22272791	22273791	-	NM_014634	PPM1F	6.03934	2.38838	5e-05	0.000150478	yes	18256	
chr20	62188438	62189438	-	NM_033405	HELZ2	2.79052	1.69465	0.0002	0.000581673	yes	18388	
chr19	13265718	13266718	+	NM_004907	IER2	34.0881	14.2035	5e-05	0.000150478	yes	18706	
chr1	151040973	151041973	+	NM_006818	MLLT11	2.98057	0.718891	0.00695	0.0132671	yes	18713	
chr5	140052489	140053489	-	NM_001258042	HARS	35.5062	8.49967	5e-05	0.000150478	yes	18975	
chr7	99997722	99998722	+	NM_013439	PILRA	63.0015	20.235	5e-05	0.000150478	yes	19330	
chr11	67397773	67398773	-	NM_005995	TBX10	0.270834	1.11066	1	1	no	19442	
chr15	93585635	93586635	-	NM_001166286	RGMA	3.35477	4.18073	0.1569	0.210356	no	19522	
chr15	93585635	93586635	-	NM_001166283	RGMA	3.35477	4.18073	0.1569	0.210356	no	19523	
chr10	100174954	100175954	-	NM_000195	HPS1	11.4578	1.16756	5e-05	0.000150478	yes	19576	
chr16	70285296	70286296	-	NM_001605	AARS	128.012	40.4192	5e-05	0.000150478	yes	19712	
chr5	176046209	176047209	-	NM_003085	SNCB	0.334236	0.161639	1	1	no	19790	
chr6	31936587	31937587	-	NM_005510	DXO	0	0	1	1	no	19831	
chr10	73575054	73576054	-	NM_002778	PSAP	27.3323	8.50754	5e-05	0.000150478	yes	19855	
chr5	176525126	176526126	+	NM_002011	FGFR4	7.19248	6.79508	0.6673	0.68634	no	19878	
chr7	143049097	143050097	+	NM_000083	CLCN1	0	6.72439	5e-05	0.000150478	yes	19944	
chr11	789474	790474	-	NM_001191060	SLC25A22	4.83215	1.90191	5e-05	0.000150478	yes	20396	
chr7	100031911	100032911	-	NM_145030	PPP1R35	9.83717	7.77772	0.1314	0.18114	no	20468	
chr18	44547657	44548657	-	NM_001242907	TCEB3CL2	0.253309	0	1	1	no	20926	
chr16	4389598	4390598	+	NM_032575	GLIS2	4.13238	2.51728	0.00225	0.00451581	yes	21085	
chr5	140052489	140053489	-	NM_002109	HARS	35.5062	8.49967	5e-05	0.000150478	yes	21108	
chr19	36245420	36246420	+	NM_019104	LIN37	7.39068	2.53512	0.01725	0.0308403	yes	21528	
chr17	36876001	36877001	+	NR_039879	MIR4726	0	0	1	1	no	21772	
chr16	30015834	30016834	-	NM_001282068	DOC2A	1.36932	5.86147	5e-05	0.000150478	yes	218	
chr19	14040999	14041999	-	NM_024825	PODNL1	3.29678	2.37347	0.05825	0.0922894	no	21942	
chr10	135126666	135127666	+	NM_145806	ZNF511	4.47345	0.113298	0.24575	0.274432	no	22071	
