NM_201627	TRIM41	54.3719	10.9449	5e-05	0.000150478	yes	-43.427
NM_001171932	CDH23	20.1505	17.1401	0.04605	0.0746018	no	-3.0104
NM_024667	VPS37B	7.15132	1.69044	5e-05	0.000150478	yes	-5.46088
NM_014812	CEP170	21.001	12.3723	5e-05	0.000150478	yes	-8.6287
NM_001282717	STAG3	0.90081	0.659959	1	1	no	-0.240851
NM_021252	RAB18	17.0938	2.34599	5e-05	0.000150478	yes	-14.74781
NM_133373	PLCD3	8.235	8.79493	0.58975	0.610546	no	0.559930000000001
NM_033165	FGF8	19.655	14.1816	0.00665	0.0127206	yes	-5.4734
NM_033164	FGF8	19.655	14.1816	0.00665	0.0127206	yes	-5.4734
NM_033163	FGF8	19.655	14.1816	0.00665	0.0127206	yes	-5.4734
NR_003266	LOC220729	6.36711	4.17797	0.02095	0.0366663	yes	-2.18914
NM_001145318	DSN1	9.69496	3.35564	5e-05	0.000150478	yes	-6.33932
NM_002529	NTRK1	0.384403	0.518198	1	1	no	0.133795
NM_173560	RFX6	0	0.0265143	1	1	no	0.0265143
NM_170754	TENC1	1.6783	7.35932	5e-05	0.000150478	yes	5.68102
NM_147164	CNTFR	0.950006	0.588256	1	1	no	-0.36175
NM_152269	C12orf65	33.6165	20.3169	5e-05	0.000150478	yes	-13.2996
NM_001143760	EIF5A	116.254	23.5831	5e-05	0.000150478	yes	-92.6709
NM_001282917	RALGAPB	17.7926	11.1301	5e-05	0.000150478	yes	-6.6625
NM_001242893	CSDE1	78.7229	37.9464	5e-05	0.000150478	yes	-40.7765
NM_005940	MMP11	0.0884788	0.0853618	1	1	no	-0.00311699999999999
NM_005937	MLLT6	28.6504	13.8157	5e-05	0.000150478	yes	-14.8347
NM_001039619	PRMT5	22.4008	5.82114	5e-05	0.000150478	yes	-16.57966
NM_012088	PGLS	7.67466	1.79792	0.0051	0.00987214	yes	-5.87674
NM_001243121	PDE4A	1.36686	1.34343	1	1	no	-0.0234299999999998
NM_198504	PAQR9	0.0957395	0.0460686	1	1	no	-0.0496709
NM_031291	SLC25A31	0	0.819114	1	1	no	0.819114
NR_002946	MMP23A	0	0	1	1	no	0
NM_001198973	KIAA1522	5.21279	7.20283	0.00145	0.00296216	yes	1.99004
NM_001198972	KIAA1522	5.21279	7.20283	0.00145	0.00296216	yes	1.99004
NM_018944	MIS18A	11.8428	6.54384	0.0001	0.000296499	yes	-5.29896
NM_013979	BNIP1	9.8114	1.74711	0.0003	0.000736379	yes	-8.06429
NM_013980	BNIP1	9.8114	1.74711	0.0003	0.000736379	yes	-8.06429
NM_024032	C17orf53	5.10448	2.0915	0.00015	0.00043974	yes	-3.01298
NM_019842	KCNQ5	10.9492	7.10117	0.0011	0.00226873	yes	-3.84803
NM_016338	IPO11	38.4381	21.9721	5e-05	0.000150478	yes	-16.466
NM_016329	SFMBT1	43.1297	22.3093	5e-05	0.000150478	yes	-20.8204
NM_133178	PTPRU	20.6609	8.1397	5e-05	0.000150478	yes	-12.5212
NR_038460	LOC284865	14.2146	9.41537	0.00035	0.000856007	yes	-4.79923
NM_001282604	PTGES3	76.2575	25.7389	5e-05	0.000150478	yes	-50.5186
NM_001199855	AK3	17.3503	6.86414	5e-05	0.000150478	yes	-10.48616
NM_001098637	PWWP2B	1.64377	0.208634	1	1	no	-1.435136
NM_001198966	NFATC4	0.182125	0.0560093	1	1	no	-0.1261157
NM_152780	MAP7D2	0.396143	0.807639	1	1	no	0.411496
NM_145253	UBALD1	13.5212	3.44444	5e-05	0.000150478	yes	-10.07676
NM_001173539	BANP	12.446	1.83947	5e-05	0.000150478	yes	-10.60653
NM_001169154	PIH1D3	4.52486	2.54591	0.01875	0.0332643	yes	-1.97895
NM_181689	NNAT	7.15414	0.518353	0.0117	0.0217523	yes	-6.635787
NR_003227	AFG3L1P	42.9981	12.9182	5e-05	0.000150478	yes	-30.0799
NM_004265	FADS2	3.04579	6.04416	0.107	0.160829	no	2.99837
NM_001282602	PTGES3	76.2575	25.7389	5e-05	0.000150478	yes	-50.5186
NM_025176	NINL	13.2256	9.75921	0.0221	0.0384093	yes	-3.46639
NM_012098	ANGPTL2	0.756538	0.234541	1	1	no	-0.521997
NM_203294	TRIM7	7.08132	3.07249	5e-05	0.000150478	yes	-4.00883
NM_001130138	ISLR2	1.79442	0.951832	1	1	no	-0.842588
NM_003655	CBX4	14.794	4.0576	5e-05	0.000150478	yes	-10.7364
NM_014805	EPM2AIP1	0.125779	0.0970781	1	1	no	-0.0287009
NM_004976	KCNC1	1.56808	1.77745	1	1	no	0.20937
NM_005176	ATP5G2	44.3726	9.30853	5e-05	0.000150478	yes	-35.06407
NM_001282953	PRMT5	22.4008	5.82114	5e-05	0.000150478	yes	-16.57966
NM_001136239	PRDM6	4.61469	3.95541	0.36805	0.392161	no	-0.659279999999999
NM_145159	JAG2	2.3272	0.525243	1	1	no	-1.801957
NM_001160094	ACOT13	5.038	6.39638	0.03995	0.06557	no	1.35838
NM_032603	LOXL3	1.06069	0.571631	1	1	no	-0.489059
NM_001199975	UQCRB	7.29064	4.51449	5e-05	0.000150478	yes	-2.77615
NM_021012	KCNJ12	0.365166	0.2214	1	1	no	-0.143766
NM_002629	PGAM1	26.5047	10.1151	5e-05	0.000150478	yes	-16.3896
NM_001174063	FGFR1	34.2154	11.6619	5e-05	0.000150478	yes	-22.5535
NM_003624	RANBP3	34.1775	13.889	5e-05	0.000150478	yes	-20.2885
NM_000993	RPL31	226.454	155.651	5e-05	0.000150478	yes	-70.803
NM_020407	RHBG	28.1634	17.6818	5e-05	0.000150478	yes	-10.4816
NM_018219	CCDC87	0.738477	0.0324651	1	1	no	-0.7060119
NM_001278170	ZNF33A	23.8365	7.36845	5e-05	0.000150478	yes	-16.46805
NM_130849	SLC39A4	13.8735	3.78849	5e-05	0.000150478	yes	-10.08501
NM_001666	ARHGAP4	1.55747	7.21424	5e-05	0.000150478	yes	5.65677
NM_001098721	GNG4	19.3117	10.7286	5e-05	0.000150478	yes	-8.5831
NM_001037738	NPM1	425.766	182.844	5e-05	0.000150478	yes	-242.922
NM_005852	CHD3	26.0502	7.33722	5e-05	0.000150478	yes	-18.71298
NM_001195192	EFCAB13	0.841086	1.05116	1	1	no	0.210074
NR_034002	MCF2L-AS1	0.191377	0	1	1	no	-0.191377
NM_018053	XKR8	4.11561	5.82518	0.2355	0.266551	no	1.70957
NM_174977	SEC14L4	19.744	11.0595	5e-05	0.000150478	yes	-8.6845
NM_005950	MT1G	0.947393	0	1	1	no	-0.947393
NM_001258271	MLH1	6.68102	9.64189	0.0226	0.0392409	yes	2.96087
NM_014587	SOX8	1.27945	0.246875	1	1	no	-1.032575
NM_015197	PACS2	15.3218	8.70919	5e-05	0.000150478	yes	-6.61261
NM_025082	CENPT	11.4348	1.14834	5e-05	0.000150478	yes	-10.28646
NM_001184785	PARD3	16.2158	10.537	0.0115	0.021391	yes	-5.6788
NM_207111	RNF216	46.0532	21.2569	5e-05	0.000150478	yes	-24.7963
NM_001278174	ZNF33A	23.8365	7.36845	5e-05	0.000150478	yes	-16.46805
