NM_001040185	ZNF765	17.385	4.39652	5e-05	0.000150478	yes	-12.98848
NM_024664	PPCS	5.09884	0.62782	0.0234	0.0404797	yes	-4.47102
NM_203464	AK4	7.82421	4.76559	5e-05	0.000150478	yes	-3.05862
NM_145001	STK32A	0	0.235848	1	1	no	0.235848
NR_045126	RAET1E-AS1	0.181455	0	1	1	no	-0.181455
NM_002800	PSMB9	0	0	1	1	no	0
NM_001143761	EIF5A	116.254	23.5831	5e-05	0.000150478	yes	-92.6709
NM_014551	NCAPH2	31.8334	5.93407	5e-05	0.000150478	yes	-25.89933
NM_024709	C1orf115	1.57804	2.34727	1	1	no	0.76923
NM_001270709	NRM	0	0	1	1	no	0
NM_015005	CEP170B	24.4874	5.16108	5e-05	0.000150478	yes	-19.32632
NR_026791	HCG27	0	0	1	1	no	0
NM_173082	SHPRH	27.9704	18.5121	5e-05	0.000150478	yes	-9.4583
NM_023931	ZNF747	14.4458	7.33401	5e-05	0.000150478	yes	-7.11179
NR_003366	ANKRD20A8P	4.33261	2.46092	0.0145	0.0262965	yes	-1.87169
NM_000059	BRCA2	4.44501	2.26031	5e-05	0.000150478	yes	-2.1847
NR_003365	SUGT1P3	30.2981	22.5161	0.00635	0.0121643	yes	-7.782
NM_001159920	FLT1	14.071	10.5771	0.0009	0.00212656	yes	-3.4939
NM_014676	PUM1	596.668	836.078	5e-05	0.000150478	yes	239.41
NM_005620	S100A11	12.5997	6.30303	0.0261	0.0445395	yes	-6.29667
NM_000247	MICA	0.0920125	0	1	1	no	-0.0920125
NM_018085	IPO9	34.7916	19.006	5e-05	0.000150478	yes	-15.7856
NM_016185	HN1	35.0869	12.2816	5e-05	0.000150478	yes	-22.8053
NM_001934	DLX4	0	0	1	1	no	0
NM_001556	IKBKB	38.8852	10.7425	5e-05	0.000150478	yes	-28.1427
NM_006924	SRSF1	68.5957	10.7593	5e-05	0.000150478	yes	-57.8364
NM_007074	CORO1A	0.790794	0.863383	1	1	no	0.072589
NM_003368	USP1	79.303	12.4706	5e-05	0.000150478	yes	-66.8324
NM_175885	FAM181B	0.219675	0.15882	1	1	no	-0.060855
NM_181843	NUDT8	3.21172	1.43382	0.09675	0.146653	no	-1.7779
